season,date,home,away,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
1931/32,1932-01-17,Espanyol Barcelona,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1931/32,1932-01-17,Real Madrid,Real Union,3,2,,,,,,,,,,,,,,
1931/32,1932-01-17,Real Sociedad,Racing Santander,1,5,,,,,,,,,,,,,,
1931/32,1932-01-17,Valencia CF,FC Barcelona,0,0,,,,,,,,,,,,,,
1931/32,1932-01-24,Athletic Bilbao,Arenas de Getxo,4,1,,,,,,,,,,,,,,
1931/32,1932-01-24,CD Alaves,Valencia CF,2,1,,,,,,,,,,,,,,
1931/32,1932-01-24,FC Barcelona,Real Sociedad,2,0,,,,,,,,,,,,,,
1931/32,1932-01-24,Racing Santander,Real Madrid,0,0,,,,,,,,,,,,,,
1931/32,1932-01-24,Real Union,Espanyol Barcelona,4,1,,,,,,,,,,,,,,
1931/32,1932-01-31,Athletic Bilbao,Racing Santander,3,2,,,,,,,,,,,,,,
1931/32,1932-01-31,Espanyol Barcelona,Real Sociedad,2,0,,,,,,,,,,,,,,
1931/32,1932-01-31,Real Madrid,FC Barcelona,2,0,,,,,,,,,,,,,,
1931/32,1932-01-31,Real Union,CD Alaves,0,2,,,,,,,,,,,,,,
1931/32,1932-01-31,Valencia CF,Arenas de Getxo,3,2,,,,,,,,,,,,,,
1931/32,1932-02-07,Athletic Bilbao,Real Madrid,3,3,,,,,,,,,,,,,,
1931/32,1932-02-07,FC Barcelona,Real Union,3,2,,,,,,,,,,,,,,
1931/32,1932-02-07,Racing Santander,CD Alaves,1,1,,,,,,,,,,,,,,
1931/32,1932-02-07,Real Sociedad,Arenas de Getxo,7,0,,,,,,,,,,,,,,
1931/32,1932-02-07,Valencia CF,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1931/32,1932-02-14,Arenas de Getxo,FC Barcelona,1,3,,,,,,,,,,,,,,
1931/32,1932-02-14,CD Alaves,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1931/32,1932-02-14,Real Madrid,Real Sociedad,1,0,,,,,,,,,,,,,,
1931/32,1932-02-16,Espanyol Barcelona,Racing Santander,6,1,,,,,,,,,,,,,,
1931/32,1932-02-16,Real Union,Valencia CF,3,2,,,,,,,,,,,,,,
1931/32,1932-02-21,Athletic Bilbao,Real Union,2,1,,,,,,,,,,,,,,
1931/32,1932-02-21,FC Barcelona,Espanyol Barcelona,2,2,,,,,,,,,,,,,,
1931/32,1932-02-21,Racing Santander,Arenas de Getxo,1,1,,,,,,,,,,,,,,
1931/32,1932-02-21,Real Madrid,Valencia CF,4,1,,,,,,,,,,,,,,
1931/32,1932-02-21,Real Sociedad,CD Alaves,4,1,,,,,,,,,,,,,,
1931/32,1932-02-28,Arenas de Getxo,Espanyol Barcelona,3,2,,,,,,,,,,,,,,
1931/32,1932-02-28,CD Alaves,Real Madrid,0,1,,,,,,,,,,,,,,
1931/32,1932-02-28,FC Barcelona,Athletic Bilbao,1,3,,,,,,,,,,,,,,
1931/32,1932-02-28,Real Union,Racing Santander,2,2,,,,,,,,,,,,,,
1931/32,1932-02-28,Valencia CF,Real Sociedad,4,0,,,,,,,,,,,,,,
1931/32,1932-03-06,Athletic Bilbao,Valencia CF,7,2,,,,,,,,,,,,,,
1931/32,1932-03-06,Espanyol Barcelona,CD Alaves,4,0,,,,,,,,,,,,,,
1931/32,1932-03-06,Racing Santander,FC Barcelona,3,2,,,,,,,,,,,,,,
1931/32,1932-03-06,Real Madrid,Arenas de Getxo,4,0,,,,,,,,,,,,,,
1931/32,1932-03-06,Real Union,Real Sociedad,2,0,,,,,,,,,,,,,,
1931/32,1932-03-13,Arenas de Getxo,Real Union,5,0,,,,,,,,,,,,,,
1931/32,1932-03-13,CD Alaves,FC Barcelona,1,3,,,,,,,,,,,,,,
1931/32,1932-03-13,Espanyol Barcelona,Real Madrid,1,2,,,,,,,,,,,,,,
1931/32,1932-03-13,Real Sociedad,Athletic Bilbao,3,2,,,,,,,,,,,,,,
1931/32,1932-03-13,Valencia CF,Racing Santander,6,4,,,,,,,,,,,,,,
1931/32,1932-03-20,Athletic Bilbao,Espanyol Barcelona,4,0,,,,,,,,,,,,,,
1931/32,1932-03-20,CD Alaves,Arenas de Getxo,3,1,,,,,,,,,,,,,,
1931/32,1932-03-20,FC Barcelona,Valencia CF,3,2,,,,,,,,,,,,,,
1931/32,1932-03-20,Racing Santander,Real Sociedad,2,1,,,,,,,,,,,,,,
1931/32,1932-03-20,Real Union,Real Madrid,1,1,,,,,,,,,,,,,,
1931/32,1932-03-27,Arenas de Getxo,Athletic Bilbao,2,1,,,,,,,,,,,,,,
1931/32,1932-03-27,Espanyol Barcelona,Real Union,3,1,,,,,,,,,,,,,,
1931/32,1932-03-27,Real Madrid,Racing Santander,0,0,,,,,,,,,,,,,,
1931/32,1932-03-27,Real Sociedad,FC Barcelona,0,1,,,,,,,,,,,,,,
1931/32,1932-03-27,Valencia CF,CD Alaves,5,1,,,,,,,,,,,,,,
1931/32,1932-04-03,Arenas de Getxo,Valencia CF,4,1,,,,,,,,,,,,,,
1931/32,1932-04-03,CD Alaves,Real Union,1,0,,,,,,,,,,,,,,
1931/32,1932-04-03,FC Barcelona,Real Madrid,2,2,,,,,,,,,,,,,,
1931/32,1932-04-03,Racing Santander,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1931/32,1932-04-03,Real Sociedad,Espanyol Barcelona,5,2,,,,,,,,,,,,,,
1932/33,1932-11-27,Athletic Bilbao,Real Betis,9,1,,,,,,,,,,,,,,
1932/33,1932-11-27,CD Alaves,Racing Santander,8,2,,,,,,,,,,,,,,
1932/33,1932-11-27,Espanyol Barcelona,Real Madrid,2,1,,,,,,,,,,,,,,
1932/33,1932-11-27,Real Sociedad,FC Barcelona,2,2,,,,,,,,,,,,,,
1932/33,1932-11-27,Valencia CF,Arenas de Getxo,3,2,,,,,,,,,,,,,,
1932/33,1932-12-04,Arenas de Getxo,Espanyol Barcelona,0,2,,,,,,,,,,,,,,
1932/33,1932-12-04,FC Barcelona,CD Alaves,2,0,,,,,,,,,,,,,,
1932/33,1932-12-04,Racing Santander,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1932/33,1932-12-04,Real Betis,Valencia CF,3,2,,,,,,,,,,,,,,
1932/33,1932-12-04,Real Madrid,Real Sociedad,6,2,,,,,,,,,,,,,,
1932/33,1932-12-11,Athletic Bilbao,Arenas de Getxo,3,1,,,,,,,,,,,,,,
1932/33,1932-12-11,CD Alaves,Real Madrid,0,1,,,,,,,,,,,,,,
1932/33,1932-12-11,Espanyol Barcelona,Racing Santander,2,1,,,,,,,,,,,,,,
1932/33,1932-12-11,Valencia CF,FC Barcelona,2,2,,,,,,,,,,,,,,
1932/33,1932-12-12,Real Betis,Real Sociedad,4,2,,,,,,,,,,,,,,
1932/33,1932-12-18,Athletic Bilbao,Espanyol Barcelona,0,2,,,,,,,,,,,,,,
1932/33,1932-12-18,FC Barcelona,Arenas de Getxo,5,2,,,,,,,,,,,,,,
1932/33,1932-12-18,Racing Santander,Valencia CF,2,0,,,,,,,,,,,,,,
1932/33,1932-12-18,Real Madrid,Real Betis,4,1,,,,,,,,,,,,,,
1932/33,1932-12-18,Real Sociedad,CD Alaves,3,1,,,,,,,,,,,,,,
1932/33,1932-12-25,Arenas de Getxo,Racing Santander,2,1,,,,,,,,,,,,,,
1932/33,1932-12-25,CD Alaves,Athletic Bilbao,0,2,,,,,,,,,,,,,,
1932/33,1932-12-25,Espanyol Barcelona,Real Sociedad,3,0,,,,,,,,,,,,,,
1932/33,1932-12-25,Real Betis,FC Barcelona,2,1,,,,,,,,,,,,,,
1932/33,1932-12-25,Real Madrid,Valencia CF,6,0,,,,,,,,,,,,,,
1932/33,1933-01-01,Arenas de Getxo,CD Alaves,3,0,,,,,,,,,,,,,,
1932/33,1933-01-01,FC Barcelona,Real Madrid,1,1,,,,,,,,,,,,,,
1932/33,1933-01-01,Racing Santander,Real Betis,2,2,,,,,,,,,,,,,,
1932/33,1933-01-01,Real Sociedad,Athletic Bilbao,2,4,,,,,,,,,,,,,,
1932/33,1933-01-01,Valencia CF,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1932/33,1933-01-08,Athletic Bilbao,FC Barcelona,1,3,,,,,,,,,,,,,,
1932/33,1933-01-08,Espanyol Barcelona,CD Alaves,3,1,,,,,,,,,,,,,,
1932/33,1933-01-08,Real Betis,Arenas de Getxo,1,1,,,,,,,,,,,,,,
1932/33,1933-01-08,Real Madrid,Racing Santander,4,1,,,,,,,,,,,,,,
1932/33,1933-01-08,Real Sociedad,Valencia CF,4,1,,,,,,,,,,,,,,
1932/33,1933-01-15,Valencia CF,Athletic Bilbao,1,5,,,,,,,,,,,,,,
1932/33,1933-01-17,Arenas de Getxo,Real Madrid,1,5,,,,,,,,,,,,,,
1932/33,1933-01-17,CD Alaves,Real Betis,2,0,,,,,,,,,,,,,,
1932/33,1933-01-17,FC Barcelona,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1932/33,1933-01-17,Racing Santander,Real Sociedad,7,1,,,,,,,,,,,,,,
1932/33,1933-01-22,Athletic Bilbao,Real Madrid,0,2,,,,,,,,,,,,,,
1932/33,1933-01-22,FC Barcelona,Racing Santander,4,0,,,,,,,,,,,,,,
1932/33,1933-01-22,Real Betis,Espanyol Barcelona,1,2,,,,,,,,,,,,,,
1932/33,1933-01-22,Real Sociedad,Arenas de Getxo,2,1,,,,,,,,,,,,,,
1932/33,1933-01-22,Valencia CF,CD Alaves,5,2,,,,,,,,,,,,,,
1932/33,1933-01-29,Arenas de Getxo,Valencia CF,2,2,,,,,,,,,,,,,,
1932/33,1933-01-29,FC Barcelona,Real Sociedad,3,2,,,,,,,,,,,,,,
1932/33,1933-01-29,Racing Santander,CD Alaves,9,0,,,,,,,,,,,,,,
1932/33,1933-01-29,Real Betis,Athletic Bilbao,1,5,,,,,,,,,,,,,,
1932/33,1933-01-29,Real Madrid,Espanyol Barcelona,2,0,,,,,,,,,,,,,,
1932/33,1933-02-05,Athletic Bilbao,Racing Santander,9,5,,,,,,,,,,,,,,
1932/33,1933-02-05,CD Alaves,FC Barcelona,2,1,,,,,,,,,,,,,,
1932/33,1933-02-05,Espanyol Barcelona,Arenas de Getxo,3,2,,,,,,,,,,,,,,
1932/33,1933-02-05,Real Sociedad,Real Madrid,1,2,,,,,,,,,,,,,,
1932/33,1933-02-05,Valencia CF,Real Betis,2,1,,,,,,,,,,,,,,
1932/33,1933-02-12,Arenas de Getxo,Athletic Bilbao,4,2,,,,,,,,,,,,,,
1932/33,1933-02-12,FC Barcelona,Valencia CF,4,2,,,,,,,,,,,,,,
1932/33,1933-02-12,Racing Santander,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1932/33,1933-02-12,Real Madrid,CD Alaves,2,0,,,,,,,,,,,,,,
1932/33,1933-02-12,Real Sociedad,Real Betis,2,2,,,,,,,,,,,,,,
1932/33,1933-02-19,Arenas de Getxo,FC Barcelona,5,1,,,,,,,,,,,,,,
1932/33,1933-02-19,Espanyol Barcelona,Athletic Bilbao,2,5,,,,,,,,,,,,,,
1932/33,1933-02-19,Real Betis,Real Madrid,0,0,,,,,,,,,,,,,,
1932/33,1933-02-19,Valencia CF,Racing Santander,6,2,,,,,,,,,,,,,,
1932/33,1933-02-26,Athletic Bilbao,CD Alaves,4,0,,,,,,,,,,,,,,
1932/33,1933-02-26,FC Barcelona,Real Betis,4,1,,,,,,,,,,,,,,
1932/33,1933-02-26,Racing Santander,Arenas de Getxo,2,1,,,,,,,,,,,,,,
1932/33,1933-02-26,Real Sociedad,Espanyol Barcelona,6,1,,,,,,,,,,,,,,
1932/33,1933-02-26,Valencia CF,Real Madrid,0,1,,,,,,,,,,,,,,
1932/33,1933-02-28,CD Alaves,Real Sociedad,1,0,,,,,,,,,,,,,,
1932/33,1933-03-05,Athletic Bilbao,Real Sociedad,1,2,,,,,,,,,,,,,,
1932/33,1933-03-05,CD Alaves,Arenas de Getxo,1,1,,,,,,,,,,,,,,
1932/33,1933-03-05,Espanyol Barcelona,Valencia CF,5,2,,,,,,,,,,,,,,
1932/33,1933-03-05,Real Betis,Racing Santander,3,2,,,,,,,,,,,,,,
1932/33,1933-03-05,Real Madrid,FC Barcelona,2,1,,,,,,,,,,,,,,
1932/33,1933-03-12,Arenas de Getxo,Real Betis,3,3,,,,,,,,,,,,,,
1932/33,1933-03-12,CD Alaves,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
1932/33,1933-03-12,FC Barcelona,Athletic Bilbao,2,3,,,,,,,,,,,,,,
1932/33,1933-03-12,Racing Santander,Real Madrid,4,2,,,,,,,,,,,,,,
1932/33,1933-03-12,Valencia CF,Real Sociedad,2,2,,,,,,,,,,,,,,
1932/33,1933-03-19,Athletic Bilbao,Valencia CF,8,2,,,,,,,,,,,,,,
1932/33,1933-03-19,Espanyol Barcelona,FC Barcelona,2,1,,,,,,,,,,,,,,
1932/33,1933-03-19,Real Betis,CD Alaves,3,1,,,,,,,,,,,,,,
1932/33,1933-03-19,Real Madrid,Arenas de Getxo,8,2,,,,,,,,,,,,,,
1932/33,1933-03-19,Real Sociedad,Racing Santander,8,0,,,,,,,,,,,,,,
1932/33,1933-03-26,Arenas de Getxo,Real Sociedad,6,0,,,,,,,,,,,,,,
1932/33,1933-03-26,CD Alaves,Valencia CF,1,1,,,,,,,,,,,,,,
1932/33,1933-03-26,Racing Santander,FC Barcelona,4,4,,,,,,,,,,,,,,
1932/33,1933-03-26,Real Madrid,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1932/33,1933-03-28,Espanyol Barcelona,Real Betis,1,2,,,,,,,,,,,,,,
1933/34,1933-11-05,Arenas de Getxo,Real Madrid,3,3,,,,,,,,,,,,,,
1933/34,1933-11-05,Espanyol Barcelona,Real Sociedad,4,0,,,,,,,,,,,,,,
1933/34,1933-11-05,Real Betis,Racing Santander,2,1,,,,,,,,,,,,,,
1933/34,1933-11-05,Real Oviedo,FC Barcelona,7,3,,,,,,,,,,,,,,
1933/34,1933-11-05,Valencia CF,Athletic Bilbao,2,2,,,,,,,,,,,,,,
1933/34,1933-11-12,Athletic Bilbao,Real Betis,5,0,,,,,,,,,,,,,,
1933/34,1933-11-12,FC Barcelona,Espanyol Barcelona,5,0,,,,,,,,,,,,,,
1933/34,1933-11-12,Racing Santander,Real Oviedo,4,3,,,,,,,,,,,,,,
1933/34,1933-11-12,Real Madrid,Valencia CF,3,2,,,,,,,,,,,,,,
1933/34,1933-11-12,Real Sociedad,Arenas de Getxo,4,1,,,,,,,,,,,,,,
1933/34,1933-11-18,Arenas de Getxo,FC Barcelona,3,1,,,,,,,,,,,,,,
1933/34,1933-11-18,Espanyol Barcelona,Racing Santander,5,0,,,,,,,,,,,,,,
1933/34,1933-11-18,Real Madrid,Real Sociedad,2,0,,,,,,,,,,,,,,
1933/34,1933-11-18,Real Oviedo,Athletic Bilbao,2,2,,,,,,,,,,,,,,
1933/34,1933-11-18,Valencia CF,Real Betis,2,1,,,,,,,,,,,,,,
1933/34,1933-11-26,Athletic Bilbao,Espanyol Barcelona,5,0,,,,,,,,,,,,,,
1933/34,1933-11-26,FC Barcelona,Real Madrid,1,2,,,,,,,,,,,,,,
1933/34,1933-11-26,Racing Santander,Arenas de Getxo,4,1,,,,,,,,,,,,,,
1933/34,1933-11-26,Real Betis,Real Oviedo,4,2,,,,,,,,,,,,,,
1933/34,1933-11-26,Real Sociedad,Valencia CF,3,1,,,,,,,,,,,,,,
1933/34,1933-12-03,Arenas de Getxo,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1933/34,1933-12-03,Espanyol Barcelona,Real Betis,3,1,,,,,,,,,,,,,,
1933/34,1933-12-03,Real Madrid,Racing Santander,1,0,,,,,,,,,,,,,,
1933/34,1933-12-03,Real Sociedad,FC Barcelona,2,0,,,,,,,,,,,,,,
1933/34,1933-12-03,Valencia CF,Real Oviedo,1,0,,,,,,,,,,,,,,
1933/34,1933-12-10,Athletic Bilbao,Real Madrid,5,1,,,,,,,,,,,,,,
1933/34,1933-12-10,FC Barcelona,Valencia CF,5,2,,,,,,,,,,,,,,
1933/34,1933-12-10,Racing Santander,Real Sociedad,1,1,,,,,,,,,,,,,,
1933/34,1933-12-10,Real Betis,Arenas de Getxo,2,0,,,,,,,,,,,,,,
1933/34,1933-12-10,Real Oviedo,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1933/34,1933-12-17,Arenas de Getxo,Real Oviedo,1,1,,,,,,,,,,,,,,
1933/34,1933-12-17,FC Barcelona,Racing Santander,6,3,,,,,,,,,,,,,,
1933/34,1933-12-17,Real Madrid,Real Betis,0,1,,,,,,,,,,,,,,
1933/34,1933-12-17,Real Sociedad,Athletic Bilbao,3,0,,,,,,,,,,,,,,
1933/34,1933-12-17,Valencia CF,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
1933/34,1933-12-24,Athletic Bilbao,FC Barcelona,6,1,,,,,,,,,,,,,,
1933/34,1933-12-24,Espanyol Barcelona,Arenas de Getxo,6,2,,,,,,,,,,,,,,
1933/34,1933-12-24,Real Betis,Real Sociedad,1,1,,,,,,,,,,,,,,
1933/34,1933-12-24,Real Oviedo,Real Madrid,3,2,,,,,,,,,,,,,,
1933/34,1933-12-24,Valencia CF,Racing Santander,1,2,,,,,,,,,,,,,,
1933/34,1933-12-31,Arenas de Getxo,Valencia CF,1,2,,,,,,,,,,,,,,
1933/34,1933-12-31,FC Barcelona,Real Betis,5,1,,,,,,,,,,,,,,
1933/34,1933-12-31,Racing Santander,Athletic Bilbao,3,2,,,,,,,,,,,,,,
1933/34,1933-12-31,Real Madrid,Espanyol Barcelona,3,2,,,,,,,,,,,,,,
1933/34,1933-12-31,Real Sociedad,Real Oviedo,3,1,,,,,,,,,,,,,,
1933/34,1934-01-07,Athletic Bilbao,Valencia CF,6,2,,,,,,,,,,,,,,
1933/34,1934-01-07,FC Barcelona,Real Oviedo,2,0,,,,,,,,,,,,,,
1933/34,1934-01-07,Racing Santander,Real Betis,4,1,,,,,,,,,,,,,,
1933/34,1934-01-07,Real Madrid,Arenas de Getxo,2,1,,,,,,,,,,,,,,
1933/34,1934-01-07,Real Sociedad,Espanyol Barcelona,3,3,,,,,,,,,,,,,,
1933/34,1934-01-13,Espanyol Barcelona,FC Barcelona,3,2,,,,,,,,,,,,,,
1933/34,1934-01-14,Arenas de Getxo,Real Sociedad,0,0,,,,,,,,,,,,,,
1933/34,1934-01-14,Real Betis,Athletic Bilbao,1,3,,,,,,,,,,,,,,
1933/34,1934-01-14,Real Oviedo,Racing Santander,3,1,,,,,,,,,,,,,,
1933/34,1934-01-14,Valencia CF,Real Madrid,2,1,,,,,,,,,,,,,,
1933/34,1934-01-21,Athletic Bilbao,Real Oviedo,6,2,,,,,,,,,,,,,,
1933/34,1934-01-21,FC Barcelona,Arenas de Getxo,4,0,,,,,,,,,,,,,,
1933/34,1934-01-21,Racing Santander,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1933/34,1934-01-21,Real Betis,Valencia CF,2,1,,,,,,,,,,,,,,
1933/34,1934-01-21,Real Sociedad,Real Madrid,0,3,,,,,,,,,,,,,,
1933/34,1934-01-28,Arenas de Getxo,Racing Santander,2,1,,,,,,,,,,,,,,
1933/34,1934-01-28,Espanyol Barcelona,Athletic Bilbao,1,4,,,,,,,,,,,,,,
1933/34,1934-01-28,Real Madrid,FC Barcelona,4,0,,,,,,,,,,,,,,
1933/34,1934-01-28,Real Oviedo,Real Betis,4,3,,,,,,,,,,,,,,
1933/34,1934-01-28,Valencia CF,Real Sociedad,4,1,,,,,,,,,,,,,,
1933/34,1934-02-04,Athletic Bilbao,Arenas de Getxo,9,0,,,,,,,,,,,,,,
1933/34,1934-02-04,FC Barcelona,Real Sociedad,4,0,,,,,,,,,,,,,,
1933/34,1934-02-04,Racing Santander,Real Madrid,4,3,,,,,,,,,,,,,,
1933/34,1934-02-04,Real Betis,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1933/34,1934-02-11,Arenas de Getxo,Real Betis,0,1,,,,,,,,,,,,,,
1933/34,1934-02-11,Espanyol Barcelona,Real Oviedo,5,2,,,,,,,,,,,,,,
1933/34,1934-02-11,Real Madrid,Athletic Bilbao,3,0,,,,,,,,,,,,,,
1933/34,1934-02-11,Real Sociedad,Racing Santander,2,1,,,,,,,,,,,,,,
1933/34,1934-02-11,Valencia CF,FC Barcelona,2,0,,,,,,,,,,,,,,
1933/34,1934-02-18,Athletic Bilbao,Real Sociedad,2,1,,,,,,,,,,,,,,
1933/34,1934-02-18,Espanyol Barcelona,Valencia CF,2,2,,,,,,,,,,,,,,
1933/34,1934-02-18,Racing Santander,FC Barcelona,3,1,,,,,,,,,,,,,,
1933/34,1934-02-18,Real Betis,Real Madrid,2,1,,,,,,,,,,,,,,
1933/34,1934-02-18,Real Oviedo,Arenas de Getxo,7,0,,,,,,,,,,,,,,
1933/34,1934-02-22,Real Oviedo,Valencia CF,7,0,,,,,,,,,,,,,,
1933/34,1934-02-25,Arenas de Getxo,Espanyol Barcelona,1,2,,,,,,,,,,,,,,
1933/34,1934-02-25,FC Barcelona,Athletic Bilbao,2,1,,,,,,,,,,,,,,
1933/34,1934-02-25,Racing Santander,Valencia CF,2,1,,,,,,,,,,,,,,
1933/34,1934-02-25,Real Madrid,Real Oviedo,5,1,,,,,,,,,,,,,,
1933/34,1934-02-25,Real Sociedad,Real Betis,3,2,,,,,,,,,,,,,,
1933/34,1934-03-04,Athletic Bilbao,Racing Santander,3,1,,,,,,,,,,,,,,
1933/34,1934-03-04,Espanyol Barcelona,Real Madrid,2,2,,,,,,,,,,,,,,
1933/34,1934-03-04,Real Betis,FC Barcelona,1,0,,,,,,,,,,,,,,
1933/34,1934-03-04,Real Oviedo,Real Sociedad,3,2,,,,,,,,,,,,,,
1933/34,1934-03-04,Valencia CF,Arenas de Getxo,0,0,,,,,,,,,,,,,,
1934/35,1934-12-02,Athletic Bilbao,Real Oviedo,4,0,,,,,,,,,,,,,,
1934/35,1934-12-02,FC Barcelona,Arenas de Getxo,4,0,,,,,,,,,,,,,,
1934/35,1934-12-02,Racing Santander,Real Sociedad,2,1,,,,,,,,,,,,,,
1934/35,1934-12-02,Real Madrid,Real Betis,0,1,,,,,,,,,,,,,,
1934/35,1934-12-02,Sevilla FC,Atletico Madrid,4,0,,,,,,,,,,,,,,
1934/35,1934-12-02,Valencia CF,Espanyol Barcelona,1,3,,,,,,,,,,,,,,
1934/35,1934-12-09,Arenas de Getxo,Valencia CF,2,1,,,,,,,,,,,,,,
1934/35,1934-12-09,Atletico Madrid,Racing Santander,3,1,,,,,,,,,,,,,,
1934/35,1934-12-09,Espanyol Barcelona,Athletic Bilbao,1,3,,,,,,,,,,,,,,
1934/35,1934-12-09,Real Betis,FC Barcelona,2,1,,,,,,,,,,,,,,
1934/35,1934-12-09,Real Oviedo,Sevilla FC,4,2,,,,,,,,,,,,,,
1934/35,1934-12-09,Real Sociedad,Real Madrid,1,2,,,,,,,,,,,,,,
1934/35,1934-12-16,Arenas de Getxo,Real Betis,0,3,,,,,,,,,,,,,,
1934/35,1934-12-16,FC Barcelona,Real Sociedad,4,0,,,,,,,,,,,,,,
1934/35,1934-12-16,Racing Santander,Real Oviedo,1,3,,,,,,,,,,,,,,
1934/35,1934-12-16,Real Madrid,Atletico Madrid,2,0,,,,,,,,,,,,,,
1934/35,1934-12-16,Sevilla FC,Espanyol Barcelona,5,1,,,,,,,,,,,,,,
1934/35,1934-12-16,Valencia CF,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1934/35,1934-12-23,Athletic Bilbao,Sevilla FC,4,0,,,,,,,,,,,,,,
1934/35,1934-12-23,Atletico Madrid,FC Barcelona,1,3,,,,,,,,,,,,,,
1934/35,1934-12-23,Espanyol Barcelona,Racing Santander,4,2,,,,,,,,,,,,,,
1934/35,1934-12-23,Real Betis,Valencia CF,3,0,,,,,,,,,,,,,,
1934/35,1934-12-23,Real Oviedo,Real Madrid,0,3,,,,,,,,,,,,,,
1934/35,1934-12-23,Real Sociedad,Arenas de Getxo,3,2,,,,,,,,,,,,,,
1934/35,1934-12-30,Arenas de Getxo,Atletico Madrid,3,1,,,,,,,,,,,,,,
1934/35,1934-12-30,FC Barcelona,Real Oviedo,5,2,,,,,,,,,,,,,,
1934/35,1934-12-30,Racing Santander,Athletic Bilbao,6,0,,,,,,,,,,,,,,
1934/35,1934-12-30,Real Betis,Real Sociedad,1,0,,,,,,,,,,,,,,
1934/35,1934-12-30,Real Madrid,Espanyol Barcelona,7,2,,,,,,,,,,,,,,
1934/35,1934-12-30,Valencia CF,Sevilla FC,2,1,,,,,,,,,,,,,,
1934/35,1935-01-06,Athletic Bilbao,Real Madrid,4,1,,,,,,,,,,,,,,
1934/35,1935-01-06,Atletico Madrid,Real Betis,4,2,,,,,,,,,,,,,,
1934/35,1935-01-06,Espanyol Barcelona,FC Barcelona,4,1,,,,,,,,,,,,,,
1934/35,1935-01-06,Real Oviedo,Arenas de Getxo,4,1,,,,,,,,,,,,,,
1934/35,1935-01-06,Real Sociedad,Valencia CF,3,1,,,,,,,,,,,,,,
1934/35,1935-01-06,Sevilla FC,Racing Santander,2,0,,,,,,,,,,,,,,
1934/35,1935-01-13,Arenas de Getxo,Espanyol Barcelona,0,4,,,,,,,,,,,,,,
1934/35,1935-01-13,FC Barcelona,Athletic Bilbao,2,2,,,,,,,,,,,,,,
1934/35,1935-01-13,Real Betis,Real Oviedo,2,1,,,,,,,,,,,,,,
1934/35,1935-01-13,Real Madrid,Sevilla FC,3,1,,,,,,,,,,,,,,
1934/35,1935-01-13,Real Sociedad,Atletico Madrid,4,0,,,,,,,,,,,,,,
1934/35,1935-01-13,Valencia CF,Racing Santander,2,0,,,,,,,,,,,,,,
1934/35,1935-01-20,Athletic Bilbao,Arenas de Getxo,8,0,,,,,,,,,,,,,,
1934/35,1935-01-20,Atletico Madrid,Valencia CF,5,2,,,,,,,,,,,,,,
1934/35,1935-01-20,Espanyol Barcelona,Real Betis,1,1,,,,,,,,,,,,,,
1934/35,1935-01-20,Racing Santander,Real Madrid,1,2,,,,,,,,,,,,,,
1934/35,1935-01-20,Real Oviedo,Real Sociedad,4,0,,,,,,,,,,,,,,
1934/35,1935-01-20,Sevilla FC,FC Barcelona,3,1,,,,,,,,,,,,,,
1934/35,1935-01-27,Arenas de Getxo,Sevilla FC,3,2,,,,,,,,,,,,,,
1934/35,1935-01-27,Atletico Madrid,Real Oviedo,3,3,,,,,,,,,,,,,,
1934/35,1935-01-27,FC Barcelona,Racing Santander,1,1,,,,,,,,,,,,,,
1934/35,1935-01-27,Real Betis,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1934/35,1935-01-27,Real Sociedad,Espanyol Barcelona,1,4,,,,,,,,,,,,,,
1934/35,1935-01-27,Valencia CF,Real Madrid,4,1,,,,,,,,,,,,,,
1934/35,1935-02-03,Athletic Bilbao,Real Sociedad,7,0,,,,,,,,,,,,,,
1934/35,1935-02-03,Espanyol Barcelona,Atletico Madrid,0,2,,,,,,,,,,,,,,
1934/35,1935-02-03,Racing Santander,Arenas de Getxo,0,0,,,,,,,,,,,,,,
1934/35,1935-02-03,Real Madrid,FC Barcelona,8,2,,,,,,,,,,,,,,
1934/35,1935-02-03,Sevilla FC,Real Betis,0,3,,,,,,,,,,,,,,
1934/35,1935-02-03,Valencia CF,Real Oviedo,0,4,,,,,,,,,,,,,,
1934/35,1935-02-10,Arenas de Getxo,Real Madrid,1,2,,,,,,,,,,,,,,
